Title,TV Manual Pull Card,,,,,,,,,,,,,,,,
Mrp Whs Grp,Ws Cd,Joc Cd,Vendor Cd,Vendor Name,Disb Charge Cd,Item No,Item Desc,Whs Cd,Std Pack,Plan Lot Size,Usage,Plan Lot Usage Qty,Completed Qty,Open Qty,Parent Item Desc,Start ECN Accum Qty,End ECN Accum Qty
MRP_WHS_GRP,WS_CD,JOC_CD,VENDOR_CD,VENDOR_DESC,DISB_CHARGE_CD,ITEM_NO,ITEM_DESC,WHS_CD,STD_PACK,PLAN_LOT_SIZE,USAGE_QTY,PLAN_LOT_USAGE_QTY,SUPPLY_QTY,OPEN_QTY,PARENT_ITEM_DESC,START_ECN_ACCUM_QTY,END_ECN_ACCUM_QTY
BTV,FGL16,22404014,080113,HINSITSU SCREEN SDN BHD,SP,503931861,"LABEL, EE VT(EPH)",RC1B1,1,32,1,32,0,32,SV-40045(VN3)/KD-50X81DK/VN3,1,32
BTV,FGL16,22404014,004503,YAMAGATA (MALAYSIA) SDN BHD,ACC,503735211,SETUP GUIDE,RC1B2,1,32,1,32,0,32,SV-40045(VN3)/KD-50X81DK/VN3,1,32
BTV,FGL16,22404014,080144,JEBSEN & JESSEN PACKAGING S/B,OUTJIT,502212101,"CUSHION, LOWER (ML RIS)",RC1S1,1,32,1,32,0,32,SV-40045(VN3)/KD-50X81DK/VN3,1,32
BTV,FGL16,22403012,080140,TOKOPAK SDN BHD,OUTJIT,502437503,"CUSHION, UPPER (SM LYX)",RC1S1,1,30,1,30,0,30,SV-40048(VN3)/KD-43X81DK/VN3,1,30
BTV,FGL16,22402024,080026,ENTRUST PRECISION (M) SDN BHD,ACC,502741401,VESA SPACER S A (COM),RC1B2,1,50,1,50,0,50,SV-40044(VN3)/KD-50X80K/AF1,1,50
BTV,FGL16,22379072,080006,ORNAPAPER INDUSTRY (M) SDN BHD,OUTJITC,503838201,"CARTON, INDIVIDUAL (SM EPH)",RC1S1,1,465,1,465,0,465,SV-40047(VN3)/KD-43X80K/VN3,1,465
BTV,FGL23,23810022,080148,DAI SUWON PACKAGING SDN BHD,OUTJITC,503528701,"CTN, PMOD (L SEP)",RC1S1,1,528,0.0909,48,0,48,P-MOD (YDCM055UNG01),1,528
BTV,FGL23,23810021,080148,DAI SUWON PACKAGING SDN BHD,OUTJITC,503528901,"OUTER CTN, PMOD (L SEP)",RC1S1,1,440,0.0455,20,0,20,P-MOD (YDCM055UNG01),1,440
BTV,FGL23,23810019,108324,LG DISPLAY JAPAN CO LTD_SCM RM,SB,504894801,OXYGEN ABSORBER,RC1BB,1,88,2.2727,200,0,200,P-MOD (YDCM055UNG01),1,88
BTV,FGL24,23808038,080140,TOKOPAK SDN BHD,OUTJIT,503525001,"CUSH, LOW LFT PMOD (L SEP)",RC1S1,1,396,0.0909,36,0,36,P-MOD (YDCM065UNG01),1,396
BTV,FGL24,23808034,080148,DAI SUWON PACKAGING SDN BHD,OUTJITC,503529101,"PALLET, PMOD (2L SEP)",RC1S1,1,462,0.0455,21,0,21,P-MOD (YDCM065UNG01),1,462
BTV,FGL24,23808031,080148,DAI SUWON PACKAGING SDN BHD,OUTJITB,502503631,"BAG, PRO PEHD",RC1S1,1,220,1,220,0,220,P-MOD (YDCM065UNG01),1,220
BTV,FGL24,23808024,080140,TOKOPAK SDN BHD,OUTJIT,503524901,"CUSH, SIDE CTR PMOD (2L SEP)",RC1S1,1,264,0.1818,48,25,23,P-MOD (YDCM065UNG01),1,264
BTV,FGL32,24681002,080140,TOKOPAK SDN BHD,OUTJIT,504711702,CUS SIDE CTR PMOD (L MLB),RC1S1,1,132,0.1818,24,0,24,P-MOD(YDDO055UND01)(SVC),1,132
BTV,FGL32,24203009,080148,DAI SUWON PACKAGING SDN BHD,OUTJITC,503529201,"OUTER CTN, PMOD (2L SEP)",RC1S1,1,440,0.0455,20,0,20,P-MOD(YDDO065UND01),1,440
BTV,FGL32,24201017,080140,TOKOPAK SDN BHD,OUTJIT,504711401,CUS UPP LFT PMOD (L MLB),RC1S1,1,330,0.0909,30,0,30,P-MOD(YDDO055UND01),1,330
BTV,LG23,24432115,080026,ENTRUST PRECISION (M) SDN BHD,SP,425639312,"SCREW, +PSW M3X6 W12",RC1B1,1,172,4,688,0,688,LCM 55 ASSY,1,172
BTV,LG23,24432113,080145,YH PRECISION (M) SDN BHD,INJIT,503356601,BACK COVER (L SEP) A,RC1S1,1,103,1,103,0,103,LCM 55 ASSY,1,103
BTV,LG23,23809027,S85033,SONY CORPORATION,ITCOCELL,101677211,OLED ELEMENT(L55PQL),RCGS1,1,528,1,528,0,528,LCM 55 ASSY,1,528
BTV,LG24,24431093,080026,ENTRUST PRECISION (M) SDN BHD,SP,447251811,"SCREW, +PSW M3X6",RC1B1,1,100,9,900,0,900,LCM 65 ASSY,1,100
BTV,LG24,24431092,PA1114,HAMBURG (JIANGSU) CO LTD,SP,101466811,FLEXIBLE FLAT CABLE 70P,RC1B1,1,61,4,244,0,244,LCM 65 ASSY,1,61
BTV,LG24,24431088,S85033,SONY CORPORATION,OCELLTCON,101677511,MOUNTED PWB E-T-CON (65),RC1S3,1,10,1,10,0,10,LCM 65 ASSY,1,10
BTV,LG24,24431087,PA1053,ESTEC JAPAN CORPORATION,SB,185934631,ACTUATOR,RC1BB,1,73,1,73,0,73,LCM 65 ASSY,1,73
BTV,LG24,24431086,080026,ENTRUST PRECISION (M) SDN BHD,SP,425639312,"SCREW, +PSW M3X6 W12",RC1B1,1,85,4,340,0,340,LCM 65 ASSY,1,85
BTV,LG24,24431085,S85033,SONY CORPORATION,OCELLTCON,101677511,MOUNTED PWB E-T-CON (65),RC1S3,1,89,1,89,0,89,LCM 65 ASSY,1,89
BTV,LG24,23807043,S85034,SSCS (M) SDN BHD,INJITI,503356802,BACK COVER (2L SEP) A,RC1S1,1,418,1,418,0,418,LCM 65 ASSY,1,418
BTV,LG24,23807041,313804,SONY ELECT OPERATIONS (CN) LTD,SP,503948901,"SHEET, THERMAL (SEP TCON)",RC1B1,1,220,2,440,0,440,LCM 65 ASSY,1,220
BTV,LG24,23807036,S85034,SSCS (M) SDN BHD,INJITI,503356802,BACK COVER (2L SEP) A,RC1S1,1,110,1,110,0,110,LCM 65 ASSY,1,110
BTV,LG24,23807035,S85033,SONY CORPORATION,ITCOCELL,101677411,OLED ELEMENT(L65PQL),RCGS1,1,814,1,814,0,814,LCM 65 ASSY,1,814
BTV,LG32,24204011,080121,NISSHO PRECISION (MALAYSIA) SB,SP,505101201,"CUSHION, BKT SIDE(MLB)",RC1B1,1,440,1,440,0,440,"LCM, 65 ASSY",1,440
BTV,LG32,24202011,108311,SAMSUNG JAPAN CORP_SCM RM,ITCOCELL,101673411,OLED ELEMENT (S55AB1),RCGS1,1,80,1,80,63,17,"LCM, 55 ASSY",1,80
BTV,FFL08,24561005,080026,ENTRUST PRECISION (M) SDN BHD,SP,447251811,"SCREW, +PSW M3X6",RC1B1,1,108,19,2052,0,2052,SV-41566(J1)/KJ-43X75WL/J1,1,108
BTV,FFL08,24519006,001504,FORMOSA PROSONIC INDUSTRIES BH,SB,503995201,BRACKET SIDE (BNN) A,RC1B3,1,261,1,261,0,261,SV-41728(E33)/KD-50X75WL/E33,1,261
BTV,FFL08,24518006,001504,FORMOSA PROSONIC INDUSTRIES BH,ACC,504675301,"BAG, CL ASSY (SM PHNM)",RC1B2,1,416,1,416,0,416,SV-41729(E33)/KD-43X75WL/E33,1,416
BTV,FFL08,24491002,313804,SONY ELECT OPERATIONS (CN) LTD,HM,502330201,"SHEET, THERMAL(DDR A)",RB1B1,1,12,2,24,0,24,SV-41138(VN3)/XR-65X95L/E51,1,12
BTV,FFL08,24183010,080124,BANGI PLASTICS SDN BHD,SB,503367101,BTM COVER BARE (COM SEP),RC1B3,1,246,2,492,0,492,SV-41319(J1)/XRJ-77A80L/J1,1,246
BTV,FFL08,24183010,001802,GS PAPERBOARD & PACKAGING S/B,OUTJITC,504925301,"CARTON, INDIVIDUAL (3L SEP2)",RC1S1,1,246,1,246,0,246,SV-41319(J1)/XRJ-77A80L/J1,1,246
BTV,FFL08,23380006,080154,ESON PRECISION ENGINEERING (MA,SB,502457801,LCD BRACKET (2S PHN) A,RC1B3,1,420,1,420,0,420,SV-39083(CEI)/FW-32BZ30J/1CEI,1,420
BTV,FFL08,23142021,313804,SONY ELECT OPERATIONS (CN) LTD,SP,502355701,SHEET THERMAL(BM5S21 DDR),RC1B1,1,7,2,14,0,14,SV-40184(HK5)/XR-48A90K/HK5,1,7
BTV,FFL08,23142021,313804,SONY ELECT OPERATIONS (CN) LTD,SB,501551101,"BRACKET, STAND (M DRN)",RC1BB,1,7,2,14,0,14,SV-40184(HK5)/XR-48A90K/HK5,1,7
BTV,FFL08,23010022,080026,ENTRUST PRECISION (M) SDN BHD,SP,447251811,"SCREW, +PSW M3X6",RC1B1,1,100,36,3600,4689,-1089,SV-40373(J1)/XRJ-42A90K/J1,1,100
BTV,FFL08,23000018,PA1117,TESCOM ELECT TRADING (M) S/B,SP,101482611,FLEXIBLE FLAT CABLE 51P,RC1B1,1,91,1,91,0,91,SV-40030(AF1)/XR-65A95K/AZ1,1,91
BTV,FFL08,22905015,PA1085,TSB (HK) INTERNATIONAL CO LTD,SP,101485811,FLEXIBLE FLAT CABLE 41P,RC1B1,1,22,1,22,0,22,SV-40280(VN3)/XR-65X95K/E51,1,22
BTV,FFL08,22746016,000008,ASAHI BEST BASE SDN BHD,SP,101468911,CONNECTOR ASSY 20P,RC1B1,1,12,1,12,0,12,SV-40276(VN3)/XR-48A90K/AZ1,1,12
BTV,FFL08,22746016,100629,C.G. DEVELOPMENT LTD,ACC,101368811,REMOTE COMMANDER (RMF-TX900P),RC1B2,1,12,1,12,0,12,SV-40276(VN3)/XR-48A90K/AZ1,1,12
BTV,FFL08,22746016,313804,SONY ELECT OPERATIONS (CN) LTD,BRD,101008821,G93G- STATIC CONVERTER(TV),RC1B6,1,12,1,12,0,12,SV-40276(VN3)/XR-48A90K/AZ1,1,12
BTV,FFL08,22639036,PA1085,TSB (HK) INTERNATIONAL CO LTD,SP,101473211,FLEXIBLE FLAT CABLE 51P,RC1B1,1,253,1,253,0,253,SV-40372(J1)/XRJ-48A90K/J1,1,253
BTV,FFL08,22639036,080113,HINSITSU SCREEN SDN BHD,SP,503614451,"LABEL, SIDE TERMINAL (BM5S22)",RC1B1,1,253,1,253,0,253,SV-40372(J1)/XRJ-48A90K/J1,1,253
BTV,FFL08,22639036,003010,KAWAGUCHI MFG. SDN BHD,INJIT,503364901,REAR COVER (M LIO) A,RC1S1,1,253,1,253,0,253,SV-40372(J1)/XRJ-48A90K/J1,1,253
BTV,FFL08,22530041,080113,HINSITSU SCREEN SDN BHD,SP,500020211,"LABEL, CENTER SP (OCD)",RC1B1,1,268,1,268,0,268,SV-40001(J1)/XRJ-65A95K/J1,1,268
BTV,FFL08,22530041,313804,SONY ELECT OPERATIONS (CN) LTD,ACC,191295211,POWER-SUPPLY CORD SET(JP),RC1B2,1,268,1,268,0,268,SV-40001(J1)/XRJ-65A95K/J1,1,268
BTV,FFL08,22530041,313804,SONY ELECT OPERATIONS (CN) LTD,SB,474331531,"BRACKET, CNT SP (OCD)",RC1BB,1,268,1,268,0,268,SV-40001(J1)/XRJ-65A95K/J1,1,268
BTV,FFL08,21735009,313804,SONY ELECT OPERATIONS (CN) LTD,SP,101058311,CONNECTOR ASSY 30P(PWR),RC1B1,1,43,1,43,0,43,SV-39155(J1)/FW-32BZ30J/J1,1,43
BTV,FFL10,24709001,003647,MEGA SQUARE SDN BHD,SP,100651711,CONNECTOR ASSY 4P (SP),RC1B1,1,20,1,20,0,20,SV-41494(IN5)/FW-85BZ40L/IN5,1,20
BTV,FFL10,24709001,PA1053,ESTEC JAPAN CORPORATION,SB,100451112,"SP-BOX ASSY,FY20 W30XL-A",RC1BB,1,20,1,20,0,20,SV-41494(IN5)/FW-85BZ40L/IN5,1,20
BTV,FFL10,24515005,080140,TOKOPAK SDN BHD,OUTJIT,500840902,"CUSHION, FRONT (2L BNN)",RC1S1,1,33,1,33,0,33,SV-41726(E33)/KD-65X75WL/E33,1,33
BTV,FFL10,24469006,313804,SONY ELECT OPERATIONS (CN) LTD,SB,504651801,"STAND, R (3L PHNM) A",RC1BB,1,89,1,89,0,89,SV-41725(E33)/KD-75X75WL/E33,1,89
BTV,FFL10,24400005,PG0001,GPM TECHNOLOGY SDN BHD,HM,504508401,HEAT SINK (SRK CBN),RB1B1,1,12,1,12,0,12,SV-41137(VN3)/XR-75X95L/AZ1,1,12
BTV,FFL10,24400005,080121,NISSHO PRECISION (MALAYSIA) SB,SP,453410401,"TAPE, PET(CLEAR)",RC1B1,1,12,1,12,0,12,SV-41137(VN3)/XR-75X95L/AZ1,1,12
BTV,FFL10,24400005,507800,SONY CORPORATION,PANELTV,A5052872A,P-MOD(YDDO075MDS02),RCFS1,1,12,1,12,0,12,SV-41137(VN3)/XR-75X95L/AZ1,1,12
BTV,FFL10,24399005,PA1230,KANADEN CORPORATION SPORE P/L,SP,101785911,FLEXIBLE FLAT CABLE 30P,RC1B1,1,22,1,22,0,22,SV-41137(VN3)/XR-75X95L/AF1,1,22
BTV,FFL10,24399005,002128,DANSONPACK (KL) SDN BHD,OUTJITB,472440601,"ACC, POUCH",RC1S1,1,22,1,22,0,22,SV-41137(VN3)/XR-75X95L/AF1,1,22
BTV,FFL10,24398004,102403,IWATA BOLT SINGAPORE PTE LTD,SP,457992601,SCREW M3X3.0 STEP,RC1B1,1,10,17,170,0,170,SV-41137(VN3)/XR-75X95L/E51,1,10
BTV,FFL10,24398004,080144,JEBSEN & JESSEN PACKAGING S/B,OUTJIT,504502501,"CUSHION, LOWER L (3L PLD)",RC1S1,1,10,1,10,0,10,SV-41137(VN3)/XR-75X95L/E51,1,10
BTV,FFL10,24393004,313804,SONY ELECT OPERATIONS (CN) LTD,SP,504405501,SHEET THERMAL(BM6SL M6L),RC1B1,1,10,5,50,0,50,SV-41136(VN3)/XR-85X95L/MY1,1,10
BTV,FFL10,24393004,313804,SONY ELECT OPERATIONS (CN) LTD,SB,504465701,STAND R (4L PLD) A,RC1BB,1,10,1,10,0,10,SV-41136(VN3)/XR-85X95L/MY1,1,10
BTV,FFL10,24392004,080140,TOKOPAK SDN BHD,OUTJIT,504501701,"CUSHION, LOWER C (4L PLD)",RC1S1,1,16,1,16,0,16,SV-41136(VN3)/XR-85X95L/IA2,1,16
BTV,FFL10,24391004,313804,SONY ELECT OPERATIONS (CN) LTD,SP,504405601,SHEET THERMAL(BM6SL SRK),RC1B1,1,7,1,7,0,7,SV-41136(VN3)/XR-85X95L/E51,1,7
BTV,FFL10,24391004,003638,MAY-PLASTICS MANUFACTURERS S/B,SB,504497901,"COVER, TOP (PLD)",RC1B3,1,7,1,7,0,7,SV-41136(VN3)/XR-85X95L/E51,1,7
BTV,FFL10,24210002,313804,SONY ELECT OPERATIONS (CN) LTD,SB,503601751,"BRACKET, SIDE(SGT)",RC1BB,1,40,1,40,0,40,SV-41120(AZ1)/XR-83A80L/E51,1,40
BTV,FFL10,22764020,080113,HINSITSU SCREEN SDN BHD,SP,503989041,"LABEL, UAE ENERGY(TGR), CAR",RC1B1,1,154,1,154,0,154,SV-40051(VN3)/XR-75X90K/UAF1,1,154
BTV,FFL10,22759021,PA1114,HAMBURG (JIANGSU) CO LTD,SP,101450711,FLEXIBLE FLAT CABLE 51P,RC1B1,1,186,1,186,0,186,SV-40049(VN3)/XR-85X90K/AZ1,1,186
BTV,FFL10,22759020,080113,HINSITSU SCREEN SDN BHD,SP,503989231,"LABEL, ENERGY RATING(TGR)",RC1B1,1,135,1,135,0,135,SV-40049(VN3)/XR-85X90K/AZ1,1,135
BTV,FFL10,22759020,080125,PERCETAKAN TENAGA SDN BHD,ACC,503764511,SETUP GUIDE,RC1B2,1,135,1,135,0,135,SV-40049(VN3)/XR-85X90K/AZ1,1,135
BTV,FFL10,22759020,001504,FORMOSA PROSONIC INDUSTRIES BH,SB,501541572,BRACKET SIDE (BNN) A,RC1B3,1,135,1,135,0,135,SV-40049(VN3)/XR-85X90K/AZ1,1,135
BTV,FFL10,22759020,PA1053,ESTEC JAPAN CORPORATION,SB,100997311,"LOUDSPEAKER,FY21 14_17MM-TW",RC1BB,1,135,2,270,0,270,SV-40049(VN3)/XR-85X90K/AZ1,1,135
BTV,FFL10,22749006,PA1053,ESTEC JAPAN CORPORATION,SB,100451112,"SP-BOX ASSY,FY20 W30XL-A",RC1BB,1,22,1,22,0,22,SV-40051(VN3)/XR-75X90K/TH8,1,22
BTV,FGL02,24717002,080124,BANGI PLASTICS SDN BHD,SB,503984101,MIDDLE CHASSIS L (L PHN) A,RC1B3,1,42,1,42,0,42,P-MOD (YSDM055LNO01)(SVC),1,42
BTV,FGL02,24660001,080026,ENTRUST PRECISION (M) SDN BHD,SP,447251811,"SCREW, +PSW M3X6",RC1B1,1,10,11,200,0,200,SV-41488(AF1)/FW-55BZ30L/AF1,1,10
BTV,FGL02,24660001,005753,TKR PRECISION (M) SDN BHD,ITCI,503340111,SOURCE SHIELD L (L EPH),RC1B7,1,10,1,10,0,10,SV-41488(AF1)/FW-55BZ30L/AF1,1,10
BTV,FGL02,24606003,004503,YAMAGATA (MALAYSIA) SDN BHD,ACC,505318411,"MANUAL, INSTRUCTION",RC1B2,1,110,1,110,0,110,SV-41544(CEI)/FW-55BZ35L/CEI,1,110
BTV,FGL02,24605004,080124,BANGI PLASTICS SDN BHD,SB,503983701,MIDDLE CHASSIS T (L PHN) A,RC1B3,1,286,1,286,0,286,SV-41499(CEI)/FW-55BZ40L/CEI,1,286
BTV,FGL02,24605004,001802,GS PAPERBOARD & PACKAGING S/B,OUTJITC,502172301,TRAY (L PHN),RC1S1,1,286,1,286,0,286,SV-41499(CEI)/FW-55BZ40L/CEI,1,286
BTV,FGL02,24601005,003647,MEGA SQUARE SDN BHD,SP,100650133,CONNECTOR ASSY 4P (SP),RC1B1,1,602,1,602,0,602,SV-41487(CEI)/FW-55BZ30L/CEI,1,602
BTV,FGL02,24601005,080124,BANGI PLASTICS SDN BHD,SB,503983901,MIDDLE CHASSIS B (L PHN) A,RC1B3,1,602,1,602,0,602,SV-41487(CEI)/FW-55BZ30L/CEI,1,602
BTV,FGL02,23885010,080106,ZHAORI PACKAGING INDUSTRIES M,OUTJIT,503357502,CUSHION UPPER (L EPH),RC1S1,1,300,1,300,0,300,SV-41112(VN3)/KD-55X80L/IA2,1,300
BTV,FGL02,22481017,005753,TKR PRECISION (M) SDN BHD,ITCI,503340311,SOURCE SHIELD R (L EPH),RC1B7,1,280,1,280,0,280,P-MOD (YSCM055CCO01)(SVC),1,280
BTV,FGL02,22481016,313804,SONY ELECT OPERATIONS (CN) LTD,INJITI,503338801,BEZEL BT ASSY (L EPH),RC1S1,1,420,1,420,0,420,P-MOD (YSCM055CCO01)(SVC),1,420
BTV,FGL02,22481016,080144,JEBSEN & JESSEN PACKAGING S/B,OUTJIT,502865511,CUS LOW L PMOD (L PHN),RC1S1,1,420,0.1429,60,0,60,P-MOD (YSCM055CCO01)(SVC),1,420
BTV,FGL02,22453021,PR0162,KEIN HING INDUSTRY SDN BHD,INJIT,503339013,BACK CHASSIS ASSY (L EPH),RC1S1,1,100,1,100,0,100,SV-40042(VN3)/KD-55X81DK/VN3,1,100
BTV,FGL02,22440033,PA1114,HAMBURG (JIANGSU) CO LTD,SP,100650611,FLEXIBLE FLAT CABLE 20P,RC1B1,1,126,1,126,0,126,SV-40039(VN3)/KD-55X80K/AF1,1,126
BTV,FGL02,22440033,PA1111,ADACHI HOLDINGS LIMITED,SP,101054321,FLEXIBLE FLAT CABLE 51P,RC1B1,1,126,1,126,0,126,SV-40039(VN3)/KD-55X80K/AF1,1,126
BTV,FGL02,22440033,080106,ZHAORI PACKAGING INDUSTRIES M,OUTJIT,502419401,CUSHION SIDE (L RIS),RC1S1,1,126,2,252,0,252,SV-40039(VN3)/KD-55X80K/AF1,1,126
BTV,FGL02,22406107,PA1099,CLOUD NETWORK TECH SPORE P/L,BRD,100541933,WLAN/BT MODULE(11AC)FXC,RC1B6,1,10,1,10,0,10,SV-40039(VN3)/KD-55X80K/VN3,1,10
BTV,FGL02,22406107,080106,ZHAORI PACKAGING INDUSTRIES M,OUTJIT,503357502,CUSHION UPPER (L EPH),RC1S1,1,10,1,10,0,10,SV-40039(VN3)/KD-55X80K/VN3,1,10
BTV,FGL02,22406107,108349,BOE TECH (HK) LTD_SCM RM,ITCOCELL,101714111,LIQUID CRYSTAL ELEMENT(B55QUB),RCGS1,1,10,1,10,0,10,SV-40039(VN3)/KD-55X80K/VN3,1,10
BTV,FGL02,22406105,001802,GS PAPERBOARD & PACKAGING S/B,OUTJITC,502172301,TRAY (L PHN),RC1S1,1,651,1,651,0,651,SV-40039(VN3)/KD-55X80K/VN3,1,651
BTV,FGL03,24715002,080144,JEBSEN & JESSEN PACKAGING S/B,OUTJIT,500965102,CUS UPP L PMOD (L BNN),RC1S1,1,14,0.1429,2,0,2,P-MOD (YSDM065INO01)(SVC),1,14
BTV,FGL03,24714002,005753,TKR PRECISION (M) SDN BHD,ITCI,500906572,SOURCE SHIELD L (2L COM),RC1B7,1,42,1,42,0,42,P-MOD (YSDM065LNO01)(SVC),1,42
BTV,FGL03,24630004,313804,SONY ELECT OPERATIONS (CN) LTD,HM,445745112,"SHEET, THERMAL (BAF)",RB1B1,1,168,3,504,0,504,SV-41498(CEI)/FW-65BZ40L/CEI,1,168
BTV,FGL03,24630004,005715,TOSIN PACKAGING (M) SDN BHD,OUTJITB,501969901,"BAG,PROTECTION SLIT(1720X1050)",RC1S1,1,168,1,168,0,168,SV-41498(CEI)/FW-65BZ40L/CEI,1,168
BTV,FGL03,24626004,000602,CHIYODA INTEGRE CO.(M) SDN BHD,SP,474417701,GASKET SB (3L BGO),RC1B1,1,840,10,8400,0,8400,SV-41485(CEI)/FW-65BZ30L/CEI,1,840
BTV,FGL03,24626004,005101,RYOKA (MALAYSIA) SDN BHD,SB,500898911,MIDDLE CHASSIS R (2L BNN) A,RC1B3,1,840,1,840,0,840,SV-41485(CEI)/FW-65BZ30L/CEI,1,840
BTV,FGL03,24626003,004503,YAMAGATA (MALAYSIA) SDN BHD,ACC,504950821,SETUP GUIDE,RC1B2,1,266,1,266,0,266,SV-41485(CEI)/FW-65BZ30L/CEI,1,266
BTV,FGL03,24626003,005101,RYOKA (MALAYSIA) SDN BHD,SB,500898911,MIDDLE CHASSIS R (2L BNN) A,RC1B3,1,266,1,266,0,266,SV-41485(CEI)/FW-65BZ30L/CEI,1,266
BTV,FGL03,24341005,080026,ENTRUST PRECISION (M) SDN BHD,ACC,500986112,VESA SPACER A (COM),RC1B2,1,37,1,37,0,37,SV-41154(HK5)/KD-65X80L/HK5,1,37
BTV,FGL03,24314007,PG0001,GPM TECHNOLOGY SDN BHD,HM,504508401,HEAT SINK (SRK CBN),RB1B1,1,90,1,90,0,90,SV-41149(PL1)/XR-65X90L/PL1,1,90
BTV,FGL03,24200004,550200,SONY GLOBAL MFG & OPT CORP-IPO,HM,504734801,"HOLDER, HS WS (CBN)",RB1B1,1,48,8,384,0,384,SV-41132(VN3)/XR-65X90L/UAF1,1,48
BTV,FGL03,24199006,080006,ORNAPAPER INDUSTRY (M) SDN BHD,OUTJITC,504545101,"CELL, PROTECTOR (2L CBN)",RC1S1,1,238,1,238,0,238,SV-41132(VN3)/XR-65X90L/IA2,1,238
BTV,FGL03,24192014,005753,TKR PRECISION (M) SDN BHD,SB,504485901,"SHIELD, T-CON L (COM 2)",RC1B3,1,677,1,677,0,677,SV-41132(VN3)/XR-65X90L/AZ1,1,677
BTV,FGL03,24192014,PA1242,FORMOSA PROSONIC IND BHD,SB,101643221,"SP-BOX ASSY, FY23 W22L DBR-FB",RC1BB,1,677,1,677,0,677,SV-41132(VN3)/XR-65X90L/AZ1,1,677
BTV,FGL03,24188004,PA1053,ESTEC JAPAN CORPORATION,SB,101643411,"LOUDSPEAKER,FY23 14_17MM-TW",RC1BB,1,109,2,218,0,218,SV-41132(VN3)/XR-65X90L/AF1,1,109
BTV,FGL03,24188004,080144,JEBSEN & JESSEN PACKAGING S/B,OUTJIT,504410102,"CUSHION, FRONT (2L CBN)",RC1S1,1,109,1,109,0,109,SV-41132(VN3)/XR-65X90L/AF1,1,109
BTV,FGL03,24187005,PA1242,FORMOSA PROSONIC IND BHD,SB,101643221,"SP-BOX ASSY, FY23 W22L DBR-FB",RC1BB,1,79,1,79,0,79,SV-41132(VN3)/XR-65X90L/E51,1,79
BTV,FGL03,24181003,003647,MEGA SQUARE SDN BHD,SP,101752611,CONNECTOR ASSY 28P,RC1B1,1,161,1,161,0,161,SV-41132(VN3)/XR-65X90L/TH8,1,161
BTV,FGL03,24181003,550200,SONY GLOBAL MFG & OPT CORP-IPO,ACC,100565511,ALKALINE MANGANESE BATTERY,RC1B2,1,161,1,161,0,161,SV-41132(VN3)/XR-65X90L/TH8,1,161
BTV,FGL03,23875009,002128,DANSONPACK (KL) SDN BHD,OUTJITB,472440601,"ACC, POUCH",RC1S1,1,168,1,168,0,168,SV-41111(VN3)/KD-65X80L/UAF1,1,168
BTV,FGL03,23865006,080006,ORNAPAPER INDUSTRY (M) SDN BHD,OUTJITC,500840701,TRAY (2L BNN),RC1S1,1,184,1,184,0,184,SV-41111(VN3)/KD-65X80L/MY1,1,184
BTV,FGL03,22545037,PA1111,ADACHI HOLDINGS LIMITED,SP,100710411,FLEXIBLE FLAT CABLE 25P,RC1B1,1,376,1,376,0,376,SV-40052(VN3)/XR-65X90K/UAF1,1,376
BTV,FGL03,22545037,PA1117,TESCOM ELECT TRADING (M) S/B,SP,100710611,FLEXIBLE FLAT CABLE 30P,RC1B1,1,376,1,376,0,376,SV-40052(VN3)/XR-65X90K/UAF1,1,376
BTV,FGL03,22545037,100629,C.G. DEVELOPMENT LTD,ACC,101369313,REMOTE COMMANDER (RMF-TX800P),RC1B2,1,376,1,376,0,376,SV-40052(VN3)/XR-65X90K/UAF1,1,376
BTV,FGL03,22545037,004503,YAMAGATA (MALAYSIA) SDN BHD,ACC,474366812,FLYER ECAS/ENERGY UAE,RC1B2,1,376,1,376,0,376,SV-40052(VN3)/XR-65X90K/UAF1,1,376
BTV,FGL03,22545037,507800,SONY CORPORATION,INJITILS,A5044254A,SPRO MODULE 22LS65_A,RC1S3,1,376,20,7520,0,7520,SV-40052(VN3)/XR-65X90K/UAF1,1,376
BTV,FGL03,22482016,080144,JEBSEN & JESSEN PACKAGING S/B,OUTJIT,502228601,"CUSH, UPP CTR PMOD (L RIS)",RC1S1,1,672,0.2857,192,0,192,P-MOD (YSCM065CCO01)(SVC),1,672
BTV,FGL03,22456014,004503,YAMAGATA (MALAYSIA) SDN BHD,ACC,503735031,REFERENCE GUIDE,RC1B2,1,50,1,50,0,50,SV-40038(VN3)/KD-65X81DK/VN3,1,50
BTV,FGL05,24584002,PA1240,CHIYODA INTEGRE CO (S) PTE LTD,INJITIOP,504589301,REF.POL.ON POP (CBN L),RC1S1,1,20,1,20,0,20,SV-41470(HK5)/KD-55X85L/HK5,1,20
BTV,FGL05,24511004,001504,FORMOSA PROSONIC INDUSTRIES BH,SB,502295341,TCON DUST COVER ASSY (SM COM),RC1B3,1,91,1,91,0,91,SV-41720(E33)/KD-55X85L/E33,1,91
BTV,FGL05,24511004,005101,RYOKA (MALAYSIA) SDN BHD,INJIT,504481911,BEZEL TP ASSY (L ERP),RC1S1,1,91,1,91,0,91,SV-41720(E33)/KD-55X85L/E33,1,91
