MRP_WHS,Reference,Part_No,Part_Description,Dely_Pattern,Supplier,Po_Number,Delivery_Qty,WS_CD,Ship_To_Location,Date_n_ETA,Trans_DT,Process_DT,Rcv_DT,Rcv_Qty,JOC_CD,Outstanding_Qty,Rcv_Status,Batch_ID,Export_Date
BTV,T878071,504555701,CUSH UPP CTR PMOD(L CBN),TYPE1,TOKOPAK SDN BHD-080140,1133282079,7,FGL05,S3,05/22/2023  2:00:00 PM,05/19/2023  3:00:01 PM,,22/5/2023 7:49,7,24108024,0,RECEIVED,0608G,
BTV,T878072,504555701,CUSH UPP CTR PMOD(L CBN),TYPE1,TOKOPAK SDN BHD-080140,1133282080,4,FGL05,S3,05/22/2023  2:00:00 PM,05/19/2023  3:00:01 PM,,22/5/2023 7:49,4,24108024,0,RECEIVED,0608G,
BTV,T878073,504555801,CUSH SIDE CTR PMOD(L CBN),TYPE1,TOKOPAK SDN BHD-080140,1132707080,28,FGL05,S3,05/22/2023  2:00:00 PM,05/19/2023  3:00:01 PM,,22/5/2023 7:49,28,24108024,0,RECEIVED,0608G,
BTV,T878074,504711201,CUS LOW LFT PMOD (L MLB),TYPE1,TOKOPAK SDN BHD-080140,1133282085,8,FGL32,S3,05/22/2023  2:00:00 PM,05/19/2023  3:00:01 PM,,,0,24201010,8,NOTRECEIVED,0608G,
BTV,T878075,504711301,CUS LOW RGT PMOD (L MLB),TYPE1,TOKOPAK SDN BHD-080140,1133282086,8,FGL32,S3,05/22/2023  2:00:00 PM,05/19/2023  3:00:01 PM,,,0,24201010,8,NOTRECEIVED,0608G,
BTV,T878076,504711401,CUS UPP LFT PMOD (L MLB),TYPE1,TOKOPAK SDN BHD-080140,1133282087,8,FGL32,S3,05/22/2023  2:00:00 PM,05/19/2023  3:00:01 PM,,,0,24201010,8,NOTRECEIVED,0608G,
BTV,T878077,504711501,CUS UPP RGT PMOD (L MLB),TYPE1,TOKOPAK SDN BHD-080140,1133282088,8,FGL32,S3,05/22/2023  2:00:00 PM,05/19/2023  3:00:01 PM,,,0,24201010,8,NOTRECEIVED,0608G,
BTV,T878078,504711601,CUS UPP CTR PMOD (L MLB),TYPE1,TOKOPAK SDN BHD-080140,1133282089,18,FGL32,S3,05/22/2023  2:00:00 PM,05/19/2023  3:00:01 PM,,,0,24201010,18,NOTRECEIVED,0608G,
BTV,T878079,504711701,CUS SIDE CTR PMOD (L MLB),TYPE1,TOKOPAK SDN BHD-080140,1133282090,41,FGL32,S3,05/22/2023  2:00:00 PM,05/19/2023  3:00:01 PM,,,0,24201010,41,NOTRECEIVED,0608G,
BTV,T878080,504711701,CUS SIDE CTR PMOD (L MLB),TYPE1,TOKOPAK SDN BHD-080140,1133282090,13,FGL32,S3,05/22/2023  2:00:00 PM,05/19/2023  3:00:01 PM,,,0,24201010,13,NOTRECEIVED,0608G,
BTV,T878081,504959502,"CUSHION, LOWER C (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634094,48,FFL10,S3,05/22/2023  2:00:00 PM,05/19/2023  3:00:01 PM,,,0,22959015,48,NOTRECEIVED,0608G,
BTV,T878082,504959602,"CUSHION, LOWER LR (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634096,48,FFL10,S3,05/22/2023  2:00:00 PM,05/19/2023  3:00:01 PM,,,0,22959015,48,NOTRECEIVED,0608G,
BTV,T878083,504959701,"CUSHION, SIDE (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634098,96,FFL10,S3,05/22/2023  2:00:00 PM,05/19/2023  3:00:01 PM,,,0,22959015,96,NOTRECEIVED,0608G,
BTV,T878084,504959801,"CUSHION, UPPER L (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634100,48,FFL10,S3,05/22/2023  2:00:00 PM,05/19/2023  3:00:01 PM,,,0,22959015,48,NOTRECEIVED,0608G,
BTV,T878085,504959901,"CUSHION, UPPER R (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634102,48,FFL10,S3,05/22/2023  2:00:00 PM,05/19/2023  3:00:01 PM,,,0,22959015,48,NOTRECEIVED,0608G,
BTV,T878086,504960001,"CUSHION, FRONT (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634104,47,FFL10,S3,05/22/2023  2:00:00 PM,05/19/2023  3:00:01 PM,,,0,22959015,47,NOTRECEIVED,0608G,
BTV,T878087,505172702,"CUSHION, LOWER (2L CBN)",TYPE1,TOKOPAK SDN BHD-080140,1133282101,40,FGL06,S3,05/22/2023  2:00:00 PM,05/19/2023  3:00:01 PM,,,0,24351002,40,NOTRECEIVED,0608G,
BTV,T878088,505172801,"CUSHION, SIDE (2L CBN)",TYPE1,TOKOPAK SDN BHD-080140,1133282103,72,FGL06,S3,05/22/2023  2:00:00 PM,05/19/2023  3:00:01 PM,,,0,24351002,72,NOTRECEIVED,0608G,
BTV,T878089,505172901,"CUSHION, UPPER (2L CBN)",TYPE1,TOKOPAK SDN BHD-080140,1133282105,40,FGL06,S3,05/22/2023  2:00:00 PM,05/19/2023  3:00:01 PM,,,0,24351002,40,NOTRECEIVED,0608G,
BTV,T878090,505173002,"CUSHION, FRONT (2L CBN)",TYPE1,TOKOPAK SDN BHD-080140,1133282107,40,FGL06,S3,05/22/2023  2:00:00 PM,05/19/2023  3:00:01 PM,,,0,24351002,40,NOTRECEIVED,0608G,
BTV,T878149,502291201,"CUSHION,LOW RGT PMOD (SM PHN)",TYPE1,TOKOPAK SDN BHD-080140,1133282007,12,FGL14,S3,05/22/2023  4:00:00 PM,05/22/2023 10:00:00 AM,,,0,23262009,12,ORDERED,0608G,
BTV,T878150,502291301,"CUSHION,LOW LFT PMOD (SM PHN)",TYPE1,TOKOPAK SDN BHD-080140,1133282009,12,FGL14,S3,05/22/2023  4:00:00 PM,05/22/2023 10:00:00 AM,,,0,23262009,12,ORDERED,0608G,
BTV,T878151,502437503,"CUSHION, UPPER (SM LYX)",TYPE1,TOKOPAK SDN BHD-080140,1133282021,90,FGL16,S3,05/22/2023  4:00:00 PM,05/22/2023 10:00:00 AM,,,0,23311047,90,ORDERED,0608G,
BTV,T878529,504503501,"CUSHION, LOWER C (2L PLD)",TYPE1,TOKOPAK SDN BHD-080140,1133282069,6,FFL08,S3,05/23/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24471003,6,ORDERED,0608G,
BTV,T878530,504503601,"CUSHION, SIDE (2L PLD)",TYPE1,TOKOPAK SDN BHD-080140,1133282070,24,FFL08,S3,05/23/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24471003,24,ORDERED,0608G,
BTV,T878531,504711201,CUS LOW LFT PMOD (L MLB),TYPE1,TOKOPAK SDN BHD-080140,1133886075,2,FGL32,S3,05/23/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24201010,2,ORDERED,0608G,
BTV,T878532,504711201,CUS LOW LFT PMOD (L MLB),TYPE1,TOKOPAK SDN BHD-080140,1133886076,3,FGL32,S3,05/23/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24201010,3,ORDERED,0608G,
BTV,T878533,504711201,CUS LOW LFT PMOD (L MLB),TYPE1,TOKOPAK SDN BHD-080140,1133886076,3,FGL32,S3,05/23/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24201010,3,ORDERED,0608G,
BTV,T878534,504711301,CUS LOW RGT PMOD (L MLB),TYPE1,TOKOPAK SDN BHD-080140,1133282086,1,FGL32,S3,05/23/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24201010,1,ORDERED,0608G,
BTV,T878535,504711301,CUS LOW RGT PMOD (L MLB),TYPE1,TOKOPAK SDN BHD-080140,1133886077,4,FGL32,S3,05/23/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24201010,4,ORDERED,0608G,
BTV,T878536,504711301,CUS LOW RGT PMOD (L MLB),TYPE1,TOKOPAK SDN BHD-080140,1133886078,3,FGL32,S3,05/23/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24201010,3,ORDERED,0608G,
BTV,T878537,504711401,CUS UPP LFT PMOD (L MLB),TYPE1,TOKOPAK SDN BHD-080140,1133282087,3,FGL32,S3,05/23/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24201010,3,ORDERED,0608G,
BTV,T878538,504711401,CUS UPP LFT PMOD (L MLB),TYPE1,TOKOPAK SDN BHD-080140,1133886079,2,FGL32,S3,05/23/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24201010,2,ORDERED,0608G,
BTV,T878539,504711401,CUS UPP LFT PMOD (L MLB),TYPE1,TOKOPAK SDN BHD-080140,1133886079,3,FGL32,S3,05/23/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24201010,3,ORDERED,0608G,
BTV,T878540,504711501,CUS UPP RGT PMOD (L MLB),TYPE1,TOKOPAK SDN BHD-080140,1133282088,5,FGL32,S3,05/23/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24201010,5,ORDERED,0608G,
BTV,T878541,504711501,CUS UPP RGT PMOD (L MLB),TYPE1,TOKOPAK SDN BHD-080140,1133282088,3,FGL32,S3,05/23/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24201010,3,ORDERED,0608G,
BTV,T878542,504711601,CUS UPP CTR PMOD (L MLB),TYPE1,TOKOPAK SDN BHD-080140,1133282089,3,FGL32,S3,05/23/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24201010,3,ORDERED,0608G,
BTV,T878543,504711601,CUS UPP CTR PMOD (L MLB),TYPE1,TOKOPAK SDN BHD-080140,1133886081,15,FGL32,S3,05/23/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24201010,15,ORDERED,0608G,
BTV,T878602,502437503,"CUSHION, UPPER (SM LYX)",TYPE1,TOKOPAK SDN BHD-080140,1133886018,60,FGL16,S3,05/23/2023 10:00:00 AM,05/22/2023  3:00:00 PM,,,0,23311048,60,ORDERED,0608G,
BTV,T878603,502437601,"CUSHION, LOWER (SM LYX)",TYPE1,TOKOPAK SDN BHD-080140,1133886020,60,FGL16,S3,05/23/2023 10:00:00 AM,05/22/2023  3:00:00 PM,,,0,23311048,60,ORDERED,0608G,
BTV,T878604,503524501,"CUSH, UPP LFT PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282033,1,FGL23,S3,05/23/2023 10:00:00 AM,05/22/2023  3:00:00 PM,,,0,23810005,1,ORDERED,0608G,
BTV,T878605,503524601,"CUSH, UPP RGT PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282035,1,FGL23,S3,05/23/2023 10:00:00 AM,05/22/2023  3:00:00 PM,,,0,23810005,1,ORDERED,0608G,
BTV,T878606,503525001,"CUSH, LOW LFT PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282042,3,FGL23,S3,05/23/2023 10:00:00 AM,05/22/2023  3:00:00 PM,,,0,23810005,3,ORDERED,0608G,
BTV,T878607,503525101,"CUSH, LOW RGT PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282044,3,FGL23,S3,05/23/2023 10:00:00 AM,05/22/2023  3:00:00 PM,,,0,23810005,3,ORDERED,0608G,
BTV,T878608,504503301,"CUSHION, UPPER R (2L PLD)",TYPE1,TOKOPAK SDN BHD-080140,1133282067,4,FFL08,S3,05/23/2023 10:00:00 AM,05/22/2023  3:00:00 PM,,,0,24471003,4,ORDERED,0608G,
BTV,T878609,504503401,"CUSHION, LOWER LR (2L PLD)",TYPE1,TOKOPAK SDN BHD-080140,1133282068,4,FFL08,S3,05/23/2023 10:00:00 AM,05/22/2023  3:00:00 PM,,,0,24471003,4,ORDERED,0608G,
BTV,T878610,504503601,"CUSHION, SIDE (2L PLD)",TYPE1,TOKOPAK SDN BHD-080140,1133282070,4,FFL08,S3,05/23/2023 10:00:00 AM,05/22/2023  3:00:00 PM,,,0,24471003,4,ORDERED,0608G,
BTV,T878650,502437503,"CUSHION, UPPER (SM LYX)",TYPE1,TOKOPAK SDN BHD-080140,1133886018,27,FGL16,S3,05/23/2023 12:00:00 PM,05/22/2023  3:00:00 PM,,,0,23311048,27,ORDERED,0608G,
BTV,T878651,502437503,"CUSHION, UPPER (SM LYX)",TYPE1,TOKOPAK SDN BHD-080140,1133886018,60,FGL16,S3,05/23/2023 12:00:00 PM,05/22/2023  3:00:00 PM,,,0,23311049,60,ORDERED,0608G,
BTV,T878652,502437601,"CUSHION, LOWER (SM LYX)",TYPE1,TOKOPAK SDN BHD-080140,1133886020,27,FGL16,S3,05/23/2023 12:00:00 PM,05/22/2023  3:00:00 PM,,,0,23311048,27,ORDERED,0608G,
BTV,T878653,502437601,"CUSHION, LOWER (SM LYX)",TYPE1,TOKOPAK SDN BHD-080140,1133886020,60,FGL16,S3,05/23/2023 12:00:00 PM,05/22/2023  3:00:00 PM,,,0,23311049,60,ORDERED,0608G,
BTV,T878688,502437503,"CUSHION, UPPER (SM LYX)",TYPE1,TOKOPAK SDN BHD-080140,1133886018,80,FGL16,S3,05/23/2023  2:00:00 PM,05/22/2023  3:00:00 PM,,,0,23311049,80,ORDERED,0608G,
BTV,T878689,502437601,"CUSHION, LOWER (SM LYX)",TYPE1,TOKOPAK SDN BHD-080140,1133886020,80,FGL16,S3,05/23/2023  2:00:00 PM,05/22/2023  3:00:00 PM,,,0,23311049,80,ORDERED,0608G,
BTV,T878690,503524501,"CUSH, UPP LFT PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282033,8,FGL24,S3,05/23/2023  2:00:00 PM,05/22/2023  3:00:00 PM,,,0,22391133,8,ORDERED,0608G,
BTV,T878691,503524601,"CUSH, UPP RGT PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282035,8,FGL24,S3,05/23/2023  2:00:00 PM,05/22/2023  3:00:00 PM,,,0,22391133,8,ORDERED,0608G,
BTV,T878692,503524901,"CUSH, SIDE CTR PMOD (2L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282040,16,FGL24,S3,05/23/2023  2:00:00 PM,05/22/2023  3:00:00 PM,,,0,22391133,16,ORDERED,0608G,
BTV,T878693,503525001,"CUSH, LOW LFT PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282042,6,FGL24,S3,05/23/2023  2:00:00 PM,05/22/2023  3:00:00 PM,,,0,22391133,6,ORDERED,0608G,
BTV,T878694,503525101,"CUSH, LOW RGT PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282044,6,FGL24,S3,05/23/2023  2:00:00 PM,05/22/2023  3:00:00 PM,,,0,22391133,6,ORDERED,0608G,
BTV,T878695,504711201,CUS LOW LFT PMOD (L MLB),TYPE1,TOKOPAK SDN BHD-080140,1133886076,8,FGL32,S3,05/23/2023  2:00:00 PM,05/22/2023  3:00:00 PM,,,0,24201010,8,ORDERED,0608G,
BTV,T878696,504711301,CUS LOW RGT PMOD (L MLB),TYPE1,TOKOPAK SDN BHD-080140,1133886078,8,FGL32,S3,05/23/2023  2:00:00 PM,05/22/2023  3:00:00 PM,,,0,24201010,8,ORDERED,0608G,
BTV,T878697,504711401,CUS UPP LFT PMOD (L MLB),TYPE1,TOKOPAK SDN BHD-080140,1133886079,8,FGL32,S3,05/23/2023  2:00:00 PM,05/22/2023  3:00:00 PM,,,0,24201010,8,ORDERED,0608G,
BTV,T878698,504711501,CUS UPP RGT PMOD (L MLB),TYPE1,TOKOPAK SDN BHD-080140,1133886080,8,FGL32,S3,05/23/2023  2:00:00 PM,05/22/2023  3:00:00 PM,,,0,24201010,8,ORDERED,0608G,
BTV,,502437503,"CUSHION, UPPER (SM LYX)",TYPE1,TOKOPAK SDN BHD-080140,1133886018,90,FGL16,S3,05/23/2023  4:00:00 PM,05/22/2023  3:00:00 PM,,,0,23311049,90,ORDERED,0608G,
BTV,,502437601,"CUSHION, LOWER (SM LYX)",TYPE1,TOKOPAK SDN BHD-080140,1133886020,90,FGL16,S3,05/23/2023  4:00:00 PM,05/22/2023  3:00:00 PM,,,0,23311049,90,ORDERED,0608G,
BTV,,503524501,"CUSH, UPP LFT PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282033,13,FGL24,S3,05/23/2023  4:00:00 PM,05/22/2023  3:00:00 PM,,,0,22391133,13,ORDERED,0608G,
BTV,,503524601,"CUSH, UPP RGT PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282035,13,FGL24,S3,05/23/2023  4:00:00 PM,05/22/2023  3:00:00 PM,,,0,22391133,13,ORDERED,0608G,
BTV,,503524701,"CUSH, UPP CTR PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282037,11,FGL24,S3,05/23/2023  4:00:00 PM,05/22/2023  3:00:00 PM,,,0,22391133,11,ORDERED,0608G,
BTV,,503524901,"CUSH, SIDE CTR PMOD (2L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282040,16,FGL24,S3,05/23/2023  4:00:00 PM,05/22/2023  3:00:00 PM,,,0,22391133,16,ORDERED,0608G,
BTV,,503525001,"CUSH, LOW LFT PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282042,11,FGL24,S3,05/23/2023  4:00:00 PM,05/22/2023  3:00:00 PM,,,0,22391133,11,ORDERED,0608G,
BTV,,503525101,"CUSH, LOW RGT PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282044,11,FGL24,S3,05/23/2023  4:00:00 PM,05/22/2023  3:00:00 PM,,,0,22391133,11,ORDERED,0608G,
BTV,,502437503,"CUSHION, UPPER (SM LYX)",TYPE1,TOKOPAK SDN BHD-080140,1133886018,60,FGL16,S3,05/23/2023  6:00:00 PM,05/22/2023  3:00:00 PM,,,0,23311049,60,ORDERED,0608G,
BTV,,502437601,"CUSHION, LOWER (SM LYX)",TYPE1,TOKOPAK SDN BHD-080140,1133886020,60,FGL16,S3,05/23/2023  6:00:00 PM,05/22/2023  3:00:00 PM,,,0,23311049,60,ORDERED,0608G,
BTV,,503524901,"CUSH, SIDE CTR PMOD (2L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282040,9,FGL24,S3,05/23/2023  6:00:00 PM,05/22/2023  3:00:00 PM,,,0,22391133,9,ORDERED,0608G,
BTV,,502437503,"CUSHION, UPPER (SM LYX)",TYPE1,TOKOPAK SDN BHD-080140,1133886018,100,FGL16,S3,05/23/2023  8:00:00 PM,05/22/2023  3:00:00 PM,,,0,23311049,100,ORDERED,0608G,
BTV,,502437601,"CUSHION, LOWER (SM LYX)",TYPE1,TOKOPAK SDN BHD-080140,1133886020,100,FGL16,S3,05/23/2023  8:00:00 PM,05/22/2023  3:00:00 PM,,,0,23311049,100,ORDERED,0608G,
BTV,,502437503,"CUSHION, UPPER (SM LYX)",TYPE1,TOKOPAK SDN BHD-080140,1133886018,70,FGL16,S3,05/23/2023 10:00:00 PM,05/22/2023  3:00:00 PM,,,0,23311049,70,ORDERED,0608G,
BTV,,502437601,"CUSHION, LOWER (SM LYX)",TYPE1,TOKOPAK SDN BHD-080140,1133886020,70,FGL16,S3,05/23/2023 10:00:00 PM,05/22/2023  3:00:00 PM,,,0,23311049,70,ORDERED,0608G,
BTV,,503524501,"CUSH, UPP LFT PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282033,8,FGL24,S3,05/23/2023 10:00:00 PM,05/22/2023  3:00:00 PM,,,0,24153004,8,ORDERED,0608G,
BTV,,503524601,"CUSH, UPP RGT PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282035,8,FGL24,S3,05/23/2023 10:00:00 PM,05/22/2023  3:00:00 PM,,,0,24153004,8,ORDERED,0608G,
BTV,,503524701,"CUSH, UPP CTR PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282037,18,FGL24,S3,05/23/2023 10:00:00 PM,05/22/2023  3:00:00 PM,,,0,24153004,18,ORDERED,0608G,
BTV,,503524901,"CUSH, SIDE CTR PMOD (2L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282040,16,FGL24,S3,05/23/2023 10:00:00 PM,05/22/2023  3:00:00 PM,,,0,24153004,16,ORDERED,0608G,
BTV,,503525001,"CUSH, LOW LFT PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282042,12,FGL24,S3,05/23/2023 10:00:00 PM,05/22/2023  3:00:00 PM,,,0,24153004,12,ORDERED,0608G,
BTV,,503525101,"CUSH, LOW RGT PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282044,12,FGL24,S3,05/23/2023 10:00:00 PM,05/22/2023  3:00:00 PM,,,0,24153004,12,ORDERED,0608G,
BTV,,502437503,"CUSHION, UPPER (SM LYX)",TYPE1,TOKOPAK SDN BHD-080140,1133886018,90,FGL16,S3,05/24/2023 12:00:00 AM,05/22/2023  3:00:00 PM,,,0,23311049,90,ORDERED,0608G,
BTV,,502437601,"CUSHION, LOWER (SM LYX)",TYPE1,TOKOPAK SDN BHD-080140,1133886020,90,FGL16,S3,05/24/2023 12:00:00 AM,05/22/2023  3:00:00 PM,,,0,23311049,90,ORDERED,0608G,
BTV,,502437503,"CUSHION, UPPER (SM LYX)",TYPE1,TOKOPAK SDN BHD-080140,1133886018,65,FGL16,S3,05/24/2023  2:00:00 AM,05/22/2023  3:00:00 PM,,,0,23311049,65,ORDERED,0608G,
BTV,,502437601,"CUSHION, LOWER (SM LYX)",TYPE1,TOKOPAK SDN BHD-080140,1133886020,65,FGL16,S3,05/24/2023  2:00:00 AM,05/22/2023  3:00:00 PM,,,0,23311049,65,ORDERED,0608G,
BTV,,502291201,"CUSHION,LOW RGT PMOD (SM PHN)",TYPE1,TOKOPAK SDN BHD-080140,1133282007,12,FGL16,S3,05/24/2023  4:00:00 AM,05/22/2023  3:00:00 PM,,,0,23590051,12,ORDERED,0608G,
BTV,,502291301,"CUSHION,LOW LFT PMOD (SM PHN)",TYPE1,TOKOPAK SDN BHD-080140,1133282009,12,FGL16,S3,05/24/2023  4:00:00 AM,05/22/2023  3:00:00 PM,,,0,23590051,12,ORDERED,0608G,
BTV,,502291401,"CUSHION,UPP RGT PMOD (SM PHN)",TYPE1,TOKOPAK SDN BHD-080140,1133282011,24,FGL16,S3,05/24/2023  4:00:00 AM,05/22/2023  3:00:00 PM,,,0,23590051,24,ORDERED,0608G,
BTV,,502291501,"CUSHION,UPP LFT PMOD (SM PHN)",TYPE1,TOKOPAK SDN BHD-080140,1133282013,24,FGL16,S3,05/24/2023  4:00:00 AM,05/22/2023  3:00:00 PM,,,0,23590051,24,ORDERED,0608G,
BTV,,502291601,"CUSHION,UPP CTR PMOD (SM PHN)",TYPE1,TOKOPAK SDN BHD-080140,1133282015,50,FGL16,S3,05/24/2023  4:00:00 AM,05/22/2023  3:00:00 PM,,,0,23590051,50,ORDERED,0608G,
BTV,,502291701,"CUSHION,SIDE CTR PMOD (SM PHN)",TYPE1,TOKOPAK SDN BHD-080140,1133282016,50,FGL16,S3,05/24/2023  4:00:00 AM,05/22/2023  3:00:00 PM,,,0,23590051,50,ORDERED,0608G,
BTV,,502437503,"CUSHION, UPPER (SM LYX)",TYPE1,TOKOPAK SDN BHD-080140,1133886019,11,FGL16,S3,05/24/2023  4:00:00 AM,05/22/2023  3:00:00 PM,,,0,23836003,11,ORDERED,0608G,
BTV,,502437503,"CUSHION, UPPER (SM LYX)",TYPE1,TOKOPAK SDN BHD-080140,1133886018,50,FGL16,S3,05/24/2023  4:00:00 AM,05/22/2023  3:00:00 PM,,,0,23836003,50,ORDERED,0608G,
BTV,,502437601,"CUSHION, LOWER (SM LYX)",TYPE1,TOKOPAK SDN BHD-080140,1133886020,47,FGL16,S3,05/24/2023  4:00:00 AM,05/22/2023  3:00:00 PM,,,0,23836003,47,ORDERED,0608G,
BTV,,502437601,"CUSHION, LOWER (SM LYX)",TYPE1,TOKOPAK SDN BHD-080140,1133886021,14,FGL16,S3,05/24/2023  4:00:00 AM,05/22/2023  3:00:00 PM,,,0,23836003,14,ORDERED,0608G,
BTV,,502437701,"CUSHION, SIDE (SM LYX)",TYPE1,TOKOPAK SDN BHD-080140,1132707033,122,FGL16,S3,05/24/2023  4:00:00 AM,05/22/2023  3:00:00 PM,,,0,23836003,122,ORDERED,0608G,
BTV,,504959502,"CUSHION, LOWER C (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634094,40,FGL12,S3,05/24/2023  4:00:00 AM,05/22/2023  3:00:00 PM,,,0,24307002,40,ORDERED,0608G,
BTV,,504959602,"CUSHION, LOWER LR (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634096,42,FGL12,S3,05/24/2023  4:00:00 AM,05/22/2023  3:00:00 PM,,,0,24307002,42,ORDERED,0608G,
BTV,,504959701,"CUSHION, SIDE (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634098,84,FGL12,S3,05/24/2023  4:00:00 AM,05/22/2023  3:00:00 PM,,,0,24307002,84,ORDERED,0608G,
BTV,,504959801,"CUSHION, UPPER L (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634100,42,FGL12,S3,05/24/2023  4:00:00 AM,05/22/2023  3:00:00 PM,,,0,24307002,42,ORDERED,0608G,
BTV,,504959901,"CUSHION, UPPER R (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634102,42,FGL12,S3,05/24/2023  4:00:00 AM,05/22/2023  3:00:00 PM,,,0,24307002,42,ORDERED,0608G,
BTV,,504960001,"CUSHION, FRONT (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634104,42,FGL12,S3,05/24/2023  4:00:00 AM,05/22/2023  3:00:00 PM,,,0,24307002,42,ORDERED,0608G,
BTV,,502291201,"CUSHION,LOW RGT PMOD (SM PHN)",TYPE1,TOKOPAK SDN BHD-080140,1133282007,12,FGL16,S3,05/24/2023  6:00:00 AM,05/22/2023  3:00:00 PM,,,0,23590051,12,ORDERED,0608G,
BTV,,502291301,"CUSHION,LOW LFT PMOD (SM PHN)",TYPE1,TOKOPAK SDN BHD-080140,1133282009,12,FGL16,S3,05/24/2023  6:00:00 AM,05/22/2023  3:00:00 PM,,,0,23590051,12,ORDERED,0608G,
BTV,,503524501,"CUSH, UPP LFT PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282033,13,FGL24,S3,05/24/2023  6:00:00 AM,05/22/2023  3:00:00 PM,,,0,24153004,13,ORDERED,0608G,
BTV,,503524601,"CUSH, UPP RGT PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282035,13,FGL24,S3,05/24/2023  6:00:00 AM,05/22/2023  3:00:00 PM,,,0,24153004,13,ORDERED,0608G,
BTV,,503524901,"CUSH, SIDE CTR PMOD (2L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282040,16,FGL24,S3,05/24/2023  6:00:00 AM,05/22/2023  3:00:00 PM,,,0,24153004,16,ORDERED,0608G,
BTV,,503525001,"CUSH, LOW LFT PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282042,6,FGL24,S3,05/24/2023  6:00:00 AM,05/22/2023  3:00:00 PM,,,0,24153004,6,ORDERED,0608G,
BTV,,503525101,"CUSH, LOW RGT PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282044,6,FGL24,S3,05/24/2023  6:00:00 AM,05/22/2023  3:00:00 PM,,,0,24153004,6,ORDERED,0608G,
BTV,,504711701,CUS SIDE CTR PMOD (L MLB),TYPE1,TOKOPAK SDN BHD-080140,1133282090,6,FGL32,S3,05/24/2023  6:00:00 AM,05/22/2023  3:00:00 PM,,,0,24201010,6,ORDERED,0608G,
